ent,Descripción_Campo_amplio,Año,fac_tri,ingocup,cs_p14_c,masa salarial,Sueldo promedio por profesionista,CVE,DESCRIP
1," Ingeniería, manufactura y construcción",2022,36124,2720499,19330700.0,368555344,10202.51,1,Aguascalientes
1," Ingeniería, manufactura y construcción",2023,27583,2608328,16749200.0,310378524,11252.53,1,Aguascalientes
1," Ingeniería, manufactura y construcción",2024,34175,3109155,18905300.0,410363960,12007.72,1,Aguascalientes
1,Administración y negocios,2022,34816,2400235,10672000.0,337983087,9707.69,1,Aguascalientes
1,Administración y negocios,2023,28456,2472644,9848100.0,311285772,10939.2,1,Aguascalientes
1,Administración y negocios,2024,36429,2997579,10689600.0,435419771,11952.56,1,Aguascalientes
1,Agronomía y veterinaria,2022,1548,115575,1223500.0,9914435,6404.67,1,Aguascalientes
1,Agronomía y veterinaria,2023,2763,228500,2118900.0,25370350,9182.18,1,Aguascalientes
1,Agronomía y veterinaria,2024,2608,182370,1552000.0,26894150,10312.17,1,Aguascalientes
1,Artes y humanidades,2022,4327,259370,758100.0,31835650,7357.44,1,Aguascalientes
1,Artes y humanidades,2023,6910,430597,1101000.0,58982897,8535.88,1,Aguascalientes
1,Artes y humanidades,2024,6657,514327,1162700.0,59216856,8895.43,1,Aguascalientes
1,Ciencias de la  salud,2022,12367,857960,8976900.0,111638655,9027.14,1,Aguascalientes
1,Ciencias de la  salud,2023,13622,1030692,10656202.0,128519491,9434.7,1,Aguascalientes
1,Ciencias de la  salud,2024,16575,1208696,9647906.0,211478028,12758.86,1,Aguascalientes
1,"Ciencias naturales, matemáticas y estadística",2022,2031,122070,720300.0,17281250,8508.74,1,Aguascalientes
1,"Ciencias naturales, matemáticas y estadística",2023,785,52220,363300.0,5765240,7344.25,1,Aguascalientes
1,"Ciencias naturales, matemáticas y estadística",2024,1614,99020,516500.0,14187640,8790.36,1,Aguascalientes
1,Ciencias sociales y derecho,2022,13969,1010858,3780500.0,119913400,8584.25,1,Aguascalientes
1,Ciencias sociales y derecho,2023,15507,1138479,3533500.0,188682036,12167.54,1,Aguascalientes
1,Ciencias sociales y derecho,2024,17679,1341980,3912600.0,220661758,12481.57,1,Aguascalientes
1,Educación,2022,9832,618125,944323.0,76514305,7782.17,1,Aguascalientes
1,Educación,2023,8807,706245,962233.0,75882705,8616.18,1,Aguascalientes
1,Educación,2024,7488,618583,792221.0,69790458,9320.31,1,Aguascalientes
1,Servicios,2022,2941,211527,2638000.0,23707426,8061.01,1,Aguascalientes
1,Servicios,2023,2596,180513,2133000.0,21988014,8469.96,1,Aguascalientes
1,Servicios,2024,3071,257285,2439200.0,33272910,10834.55,1,Aguascalientes
1,Tecnologías de la información y la comunicación,2022,7813,753030,3947500.0,95826350,12264.99,1,Aguascalientes
1,Tecnologías de la información y la comunicación,2023,8359,869485,4373300.0,106514965,12742.55,1,Aguascalientes
1,Tecnologías de la información y la comunicación,2024,10109,1161322,4741500.0,157303220,15560.71,1,Aguascalientes
2," Ingeniería, manufactura y construcción",2022,72100,4212668,21322500.0,1051897540,14589.42,2,Baja California
2," Ingeniería, manufactura y construcción",2023,78354,5361295,25268700.0,1243830816,15874.5,2,Baja California
2," Ingeniería, manufactura y construcción",2024,86310,5830738,25101200.0,1498820224,17365.55,2,Baja California
2,Administración y negocios,2022,90224,4251967,14411000.0,1181726534,13097.7,2,Baja California
2,Administración y negocios,2023,76891,4672131,14868400.0,1008888423,13121.02,2,Baja California
2,Administración y negocios,2024,91639,5260520,15823500.0,1243485722,13569.39,2,Baja California
2,Agronomía y veterinaria,2022,3373,178670,1142200.0,44443960,13176.39,2,Baja California
2,Agronomía y veterinaria,2023,2258,156090,898400.0,37704120,16698.02,2,Baja California
2,Agronomía y veterinaria,2024,2026,126400,897100.0,22948440,11326.97,2,Baja California
2,Artes y humanidades,2022,21233,882685,1608000.0,289199090,13620.27,2,Baja California
2,Artes y humanidades,2023,20160,1004214,1788900.0,260558242,12924.52,2,Baja California
2,Artes y humanidades,2024,17202,857115,1537900.0,213271265,12398.05,2,Baja California
2,Ciencias de la  salud,2022,38720,2099825,14552609.0,536468145,13855.07,2,Baja California
2,Ciencias de la  salud,2023,31688,1833580,12967140.0,444482634,14026.84,2,Baja California
2,Ciencias de la  salud,2024,35027,1968308,12706300.0,497150043,14193.34,2,Baja California
2,"Ciencias naturales, matemáticas y estadística",2022,3265,136410,727300.0,33340040,10211.34,2,Baja California
2,"Ciencias naturales, matemáticas y estadística",2023,3001,162640,675700.0,36044130,12010.71,2,Baja California
2,"Ciencias naturales, matemáticas y estadística",2024,5291,313588,1085400.0,86022324,16258.24,2,Baja California
2,Ciencias sociales y derecho,2022,65048,2997395,8425200.0,744403380,11443.91,2,Baja California
2,Ciencias sociales y derecho,2023,72937,4291594,10351700.0,986009957,13518.65,2,Baja California
2,Ciencias sociales y derecho,2024,83531,4459981,10768100.0,1072088375,12834.62,2,Baja California
2,Educación,2022,35340,1585879,1691569.0,403653929,11422.01,2,Baja California
2,Educación,2023,32862,1833524,1645869.0,463289083,14098.02,2,Baja California
2,Educación,2024,38083,1687924,1511024.0,509314742,13373.81,2,Baja California
2,Servicios,2022,13909,796111,5987500.0,192485857,13838.94,2,Baja California
2,Servicios,2023,15514,797515,6591900.0,197362440,12721.57,2,Baja California
2,Servicios,2024,17633,907570,6994000.0,228391640,12952.51,2,Baja California
2,Tecnologías de la información y la comunicación,2022,19868,1292971,4601800.0,320672880,16140.17,2,Baja California
2,Tecnologías de la información y la comunicación,2023,22703,1407955,5837800.0,350118840,15421.7,2,Baja California
2,Tecnologías de la información y la comunicación,2024,21236,1365118,5238400.0,325382232,15322.2,2,Baja California
3," Ingeniería, manufactura y construcción",2022,22080,2396153,14083300.0,301033368,13633.76,3,Baja California Sur
3," Ingeniería, manufactura y construcción",2023,25485,3624897,16704500.0,451239798,17706.09,3,Baja California Sur
3," Ingeniería, manufactura y construcción",2024,30768,4390657,19060300.0,585448387,19027.83,3,Baja California Sur
3,Administración y negocios,2022,32301,3077188,11175900.0,366651394,11351.08,3,Baja California Sur
3,Administración y negocios,2023,41745,5190834,14977600.0,690201582,16533.75,3,Baja California Sur
3,Administración y negocios,2024,35721,4540694,13415600.0,543574969,15217.24,3,Baja California Sur
3,Agronomía y veterinaria,2022,3641,505710,4560500.0,37345745,10257.0,3,Baja California Sur
3,Agronomía y veterinaria,2023,4086,620225,4074400.0,58550725,14329.59,3,Baja California Sur
3,Agronomía y veterinaria,2024,4701,531467,4150500.0,52635977,11196.76,3,Baja California Sur
3,Artes y humanidades,2022,6836,628775,1346800.0,90063348,13174.86,3,Baja California Sur
3,Artes y humanidades,2023,4286,582050,1014300.0,56213290,13115.56,3,Baja California Sur
3,Artes y humanidades,2024,6918,847294,1664600.0,82486112,11923.4,3,Baja California Sur
3,Ciencias de la  salud,2022,12690,1574694,11045200.0,160416192,12641.15,3,Baja California Sur
3,Ciencias de la  salud,2023,11493,1663050,12319572.0,143684160,12501.88,3,Baja California Sur
3,Ciencias de la  salud,2024,14480,2037688,14108158.0,227352732,15701.16,3,Baja California Sur
3,"Ciencias naturales, matemáticas y estadística",2022,3368,645700,2730200.0,41301730,12262.98,3,Baja California Sur
3,"Ciencias naturales, matemáticas y estadística",2023,2372,329548,1694200.0,27200032,11467.13,3,Baja California Sur
3,"Ciencias naturales, matemáticas y estadística",2024,5392,790539,2774000.0,93220356,17288.64,3,Baja California Sur
3,Ciencias sociales y derecho,2022,21046,2427771,6913000.0,256198404,12173.26,3,Baja California Sur
3,Ciencias sociales y derecho,2023,22209,3178972,7875300.0,308242590,13879.17,3,Baja California Sur
3,Ciencias sociales y derecho,2024,22722,3320529,7634600.0,337135383,14837.4,3,Baja California Sur
3,Educación,2022,10550,1015711,1494720.0,80132995,7595.54,3,Baja California Sur
3,Educación,2023,11020,1478861,1699258.0,115529175,10483.59,3,Baja California Sur
3,Educación,2024,11949,1797061,1808767.0,142674720,11940.31,3,Baja California Sur
3,Servicios,2022,15646,1287111,11986600.0,188535004,12050.04,3,Baja California Sur
3,Servicios,2023,14714,1282674,12695500.0,179360366,12189.78,3,Baja California Sur
3,Servicios,2024,16176,1653465,13106500.0,239400225,14799.72,3,Baja California Sur
3,Tecnologías de la información y la comunicación,2022,8347,693797,3740900.0,109006847,13059.4,3,Baja California Sur
3,Tecnologías de la información y la comunicación,2023,7078,1203470,5148700.0,101588040,14352.65,3,Baja California Sur
3,Tecnologías de la información y la comunicación,2024,6129,909002,4286900.0,80051146,13061.05,3,Baja California Sur
4," Ingeniería, manufactura y construcción",2022,22136,4414786,31630600.0,198650605,8974.1,4,Campeche
4," Ingeniería, manufactura y construcción",2023,23559,5393031,32433800.0,264970169,11247.09,4,Campeche
4," Ingeniería, manufactura y construcción",2024,24047,7388998,39142200.0,314565368,13081.27,4,Campeche
4,Administración y negocios,2022,25765,4077665,20637400.0,201358745,7815.2,4,Campeche
4,Administración y negocios,2023,23928,4851642,21217000.0,219805455,9186.12,4,Campeche
4,Administración y negocios,2024,25908,6373389,23869200.0,268670911,10370.19,4,Campeche
4,Agronomía y veterinaria,2022,3013,245185,3087300.0,18434796,6118.42,4,Campeche
4,Agronomía y veterinaria,2023,5992,696004,5605800.0,62047235,10355.01,4,Campeche
4,Agronomía y veterinaria,2024,3321,444185,3582300.0,33286265,10022.96,4,Campeche
4,Artes y humanidades,2022,2051,369959,1160900.0,14005291,6828.52,4,Campeche
4,Artes y humanidades,2023,2380,492655,1240100.0,22982160,9656.37,4,Campeche
4,Artes y humanidades,2024,2544,540095,1214500.0,25273205,9934.44,4,Campeche
4,Ciencias de la  salud,2022,15512,2416961,27414847.0,119623068,7711.65,4,Campeche
4,Ciencias de la  salud,2023,12375,2516695,23999121.0,117834071,9521.95,4,Campeche
4,Ciencias de la  salud,2024,16751,2967467,28663196.0,161309342,9629.83,4,Campeche
4,"Ciencias naturales, matemáticas y estadística",2022,970,154723,873800.0,7842661,8085.22,4,Campeche
4,"Ciencias naturales, matemáticas y estadística",2023,1833,342173,1848700.0,14103505,7694.22,4,Campeche
4,"Ciencias naturales, matemáticas y estadística",2024,1883,342965,1994500.0,16731680,8885.65,4,Campeche
4,Ciencias sociales y derecho,2022,17458,2726694,10603300.0,141509210,8105.69,4,Campeche
4,Ciencias sociales y derecho,2023,16904,3313215,12241900.0,147468620,8723.89,4,Campeche
4,Ciencias sociales y derecho,2024,18227,3406689,12266400.0,157863313,8660.96,4,Campeche
4,Educación,2022,5788,729076,1186218.0,45051638,7783.63,4,Campeche
4,Educación,2023,10051,1316682,1777225.0,88220890,8777.32,4,Campeche
4,Educación,2024,11660,1694526,2000623.0,122830982,10534.39,4,Campeche
4,Servicios,2022,3494,482710,6499900.0,24310565,6957.8,4,Campeche
4,Servicios,2023,5649,740227,9850600.0,42971114,7606.85,4,Campeche
4,Servicios,2024,3830,643123,7414400.0,31491392,8222.3,4,Campeche
4,Tecnologías de la información y la comunicación,2022,6341,983171,6882900.0,48860447,7705.48,4,Campeche
4,Tecnologías de la información y la comunicación,2023,6210,1071031,6947700.0,54972994,8852.33,4,Campeche
4,Tecnologías de la información y la comunicación,2024,8319,1779149,10372800.0,83996968,10097.0,4,Campeche
5," Ingeniería, manufactura y construcción",2022,158240,8763323,57381800.0,1698859668,10735.97,5,Coahuila
5," Ingeniería, manufactura y construcción",2023,175573,10923584,62026300.0,2213941493,12609.81,5,Coahuila
5," Ingeniería, manufactura y construcción",2024,159454,11671991,59664400.0,2249245246,14105.92,5,Coahuila
5,Administración y negocios,2022,133238,6495417,26792500.0,1359558085,10203.98,5,Coahuila
5,Administración y negocios,2023,104186,6485997,23474500.0,1201363944,11530.95,5,Coahuila
5,Administración y negocios,2024,124479,7704464,25260000.0,1586005583,12741.15,5,Coahuila
5,Agronomía y veterinaria,2022,6396,286810,2771600.0,58755400,9186.27,5,Coahuila
5,Agronomía y veterinaria,2023,5130,312890,2934800.0,46592765,9082.41,5,Coahuila
5,Agronomía y veterinaria,2024,7358,501075,3424200.0,86920310,11813.03,5,Coahuila
5,Artes y humanidades,2022,12850,798056,1683300.0,131386822,10224.66,5,Coahuila
5,Artes y humanidades,2023,10171,728990,1578800.0,99624690,9794.97,5,Coahuila
5,Artes y humanidades,2024,11805,780824,1567500.0,121942308,10329.72,5,Coahuila
5,Ciencias de la  salud,2022,47101,2443403,25514460.0,426918410,9063.89,5,Coahuila
5,Ciencias de la  salud,2023,60251,3614740,31175679.0,679951754,11285.32,5,Coahuila
5,Ciencias de la  salud,2024,52048,3222514,25455680.0,596380045,11458.27,5,Coahuila
5,"Ciencias naturales, matemáticas y estadística",2022,6972,352610,1800600.0,65780350,9434.93,5,Coahuila
5,"Ciencias naturales, matemáticas y estadística",2023,4669,411615,1642500.0,56288340,12055.76,5,Coahuila
5,"Ciencias naturales, matemáticas y estadística",2024,4651,481045,1600000.0,72620215,15613.89,5,Coahuila
5,Ciencias sociales y derecho,2022,58830,3067343,10385700.0,594885030,10111.93,5,Coahuila
5,Ciencias sociales y derecho,2023,61627,3809484,11678900.0,660444052,10716.8,5,Coahuila
5,Ciencias sociales y derecho,2024,66649,4077606,11255700.0,763636466,11457.58,5,Coahuila
5,Educación,2022,37171,1379215,1729411.0,371775070,10001.75,5,Coahuila
5,Educación,2023,38120,1775844,2266328.0,363920638,9546.71,5,Coahuila
5,Educación,2024,22559,1402616,1580230.0,238776484,10584.53,5,Coahuila
5,Servicios,2022,6476,406223,4364500.0,62452697,9643.71,5,Coahuila
5,Servicios,2023,8089,472677,4677700.0,84810716,10484.7,5,Coahuila
5,Servicios,2024,6636,380240,3973100.0,66216935,9978.44,5,Coahuila
5,Tecnologías de la información y la comunicación,2022,38704,2154322,12846300.0,386034404,9974.02,5,Coahuila
5,Tecnologías de la información y la comunicación,2023,30086,2444125,10996000.0,389424115,12943.7,5,Coahuila
5,Tecnologías de la información y la comunicación,2024,32340,2191155,9393500.0,458381110,14173.81,5,Coahuila
6," Ingeniería, manufactura y construcción",2022,10825,1504879,9745200.0,123202609,11381.3,6,Colima
6," Ingeniería, manufactura y construcción",2023,14157,2413735,14555700.0,154859864,10938.75,6,Colima
6," Ingeniería, manufactura y construcción",2024,15796,2521946,15863700.0,204840161,12967.85,6,Colima
6,Administración y negocios,2022,29935,2939633,13139800.0,281303187,9397.13,6,Colima
6,Administración y negocios,2023,30509,4181269,15518200.0,334624801,10968.07,6,Colima
6,Administración y negocios,2024,31328,4432427,15292300.0,389138515,12421.43,6,Colima
6,Agronomía y veterinaria,2022,2482,266931,2034500.0,25789568,10390.64,6,Colima
6,Agronomía y veterinaria,2023,3873,532835,4068300.0,40369925,10423.42,6,Colima
6,Agronomía y veterinaria,2024,2478,328492,2690900.0,22202354,8959.79,6,Colima
6,Artes y humanidades,2022,2189,215130,613000.0,17065670,7796.1,6,Colima
6,Artes y humanidades,2023,3645,477089,1155000.0,33200587,9108.53,6,Colima
6,Artes y humanidades,2024,4886,778715,1403200.0,60145755,12309.81,6,Colima
6,Ciencias de la  salud,2022,7095,1124695,9981110.0,76086470,10723.96,6,Colima
6,Ciencias de la  salud,2023,9718,1422928,13491170.0,92720446,9541.1,6,Colima
6,Ciencias de la  salud,2024,9925,1654285,13543320.0,111423595,11226.56,6,Colima
6,"Ciencias naturales, matemáticas y estadística",2022,2927,292900,1651100.0,27141580,9272.83,6,Colima
6,"Ciencias naturales, matemáticas y estadística",2023,2626,264190,1650600.0,22789700,8678.48,6,Colima
6,"Ciencias naturales, matemáticas y estadística",2024,2298,295885,2006400.0,17870280,7776.45,6,Colima
6,Ciencias sociales y derecho,2022,15696,1723431,6526000.0,136027098,8666.35,6,Colima
6,Ciencias sociales y derecho,2023,16239,2106407,7925000.0,145648529,8969.06,6,Colima
6,Ciencias sociales y derecho,2024,10188,2046806,6078200.0,105008254,10307.05,6,Colima
6,Educación,2022,13177,1459471,2137969.0,108897617,8264.22,6,Colima
6,Educación,2023,13374,1751507,2159363.0,137957622,10315.36,6,Colima
6,Educación,2024,13135,1979990,2156263.0,145136397,11049.59,6,Colima
6,Servicios,2022,3292,402005,3855400.0,43641655,13256.88,6,Colima
6,Servicios,2023,2347,360185,3158000.0,27782600,11837.49,6,Colima
6,Servicios,2024,2599,372490,3756300.0,26485945,10190.82,6,Colima
6,Tecnologías de la información y la comunicación,2022,7842,972500,5549400.0,85188340,10863.09,6,Colima
6,Tecnologías de la información y la comunicación,2023,8819,1634275,8183600.0,118015220,13381.93,6,Colima
6,Tecnologías de la información y la comunicación,2024,7901,1323630,5907600.0,114621480,14507.21,6,Colima
7," Ingeniería, manufactura y construcción",2022,48552,2819281,20929800.0,402136809,8282.6,7,Chiapas
7," Ingeniería, manufactura y construcción",2023,48690,2826267,21228600.0,463377601,9516.89,7,Chiapas
7," Ingeniería, manufactura y construcción",2024,48998,3239622,21259800.0,499191195,10187.99,7,Chiapas
7,Administración y negocios,2022,71436,4018403,21534800.0,494810111,6926.62,7,Chiapas
7,Administración y negocios,2023,75827,4294046,21239800.0,576839700,7607.31,7,Chiapas
7,Administración y negocios,2024,102845,4734765,22217200.0,860638085,8368.3,7,Chiapas
7,Agronomía y veterinaria,2022,10104,169640,1789500.0,71454110,7071.86,7,Chiapas
7,Agronomía y veterinaria,2023,18162,367226,4484100.0,141353960,7782.95,7,Chiapas
7,Agronomía y veterinaria,2024,14070,495939,4080000.0,105717307,7513.67,7,Chiapas
7,Artes y humanidades,2022,11757,625330,1867900.0,73719430,6270.26,7,Chiapas
7,Artes y humanidades,2023,15404,768590,2452400.0,100195482,6504.51,7,Chiapas
7,Artes y humanidades,2024,11782,1082173,2485800.0,97727978,8294.68,7,Chiapas
7,Ciencias de la  salud,2022,61269,2840730,31895034.0,424379430,6926.5,7,Chiapas
7,Ciencias de la  salud,2023,64263,3590494,37075721.0,555914566,8650.62,7,Chiapas
7,Ciencias de la  salud,2024,56134,3628863,32894677.0,553831777,9866.24,7,Chiapas
7,"Ciencias naturales, matemáticas y estadística",2022,4791,336330,2363700.0,36450030,7608.02,7,Chiapas
7,"Ciencias naturales, matemáticas y estadística",2023,12438,666715,3540900.0,113612815,9134.33,7,Chiapas
7,"Ciencias naturales, matemáticas y estadística",2024,6840,501080,2773300.0,51116750,7473.21,7,Chiapas
7,Ciencias sociales y derecho,2022,85184,3444287,14883400.0,569280814,6682.95,7,Chiapas
7,Ciencias sociales y derecho,2023,84018,4089393,16189700.0,598406069,7122.36,7,Chiapas
7,Ciencias sociales y derecho,2024,79013,3905219,15219900.0,615524863,7790.17,7,Chiapas
7,Educación,2022,52345,2549383,3743298.0,417143874,7969.13,7,Chiapas
7,Educación,2023,54299,2349313,3439875.0,418174147,7701.32,7,Chiapas
7,Educación,2024,68198,2428967,3292503.0,547363121,8026.09,7,Chiapas
7,Servicios,2022,10288,422840,6802000.0,71906400,6989.35,7,Chiapas
7,Servicios,2023,11798,579820,8333600.0,93769780,7947.94,7,Chiapas
7,Servicios,2024,10085,580121,6604400.0,87215934,8648.08,7,Chiapas
7,Tecnologías de la información y la comunicación,2022,34388,1363808,11529900.0,221389442,6437.99,7,Chiapas
7,Tecnologías de la información y la comunicación,2023,28365,1312755,9570800.0,273304545,9635.27,7,Chiapas
7,Tecnologías de la información y la comunicación,2024,17914,1510260,7988500.0,202011130,11276.72,7,Chiapas
8," Ingeniería, manufactura y construcción",2022,118679,6395593,38111000.0,1464159671,12337.14,8,Chihuahua
8," Ingeniería, manufactura y construcción",2023,138135,9111843,45286700.0,2027634935,14678.65,8,Chihuahua
8," Ingeniería, manufactura y construcción",2024,134523,9365238,44936200.0,2003796553,14895.57,8,Chihuahua
8,Administración y negocios,2022,111432,4866404,19116800.0,1168541072,10486.58,8,Chihuahua
8,Administración y negocios,2023,107934,5956563,19692600.0,1362056813,12619.35,8,Chihuahua
8,Administración y negocios,2024,105770,5468329,17570000.0,1299549015,12286.56,8,Chihuahua
8,Agronomía y veterinaria,2022,8610,211170,2119900.0,65448190,7601.42,8,Chihuahua
8,Agronomía y veterinaria,2023,14848,513600,4071500.0,144597137,9738.49,8,Chihuahua
8,Agronomía y veterinaria,2024,12357,504363,3178700.0,172085834,13926.18,8,Chihuahua
8,Artes y humanidades,2022,9999,520937,1058000.0,106723683,10673.44,8,Chihuahua
8,Artes y humanidades,2023,11619,482955,995400.0,98338375,8463.58,8,Chihuahua
8,Artes y humanidades,2024,11147,702878,1376000.0,127708218,11456.73,8,Chihuahua
8,Ciencias de la  salud,2022,53583,2420052,22679057.0,514709379,9605.83,8,Chihuahua
8,Ciencias de la  salud,2023,56008,2854395,24424226.0,591150640,10554.75,8,Chihuahua
8,Ciencias de la  salud,2024,66721,3184237,25069910.0,787911042,11809.04,8,Chihuahua
8,"Ciencias naturales, matemáticas y estadística",2022,5335,262901,1395100.0,54075613,10136.01,8,Chihuahua
8,"Ciencias naturales, matemáticas y estadística",2023,6503,418400,1806400.0,78621510,12090.04,8,Chihuahua
8,"Ciencias naturales, matemáticas y estadística",2024,5071,281060,1130300.0,64936200,12805.4,8,Chihuahua
8,Ciencias sociales y derecho,2022,76337,3463896,10474300.0,820554157,10749.1,8,Chihuahua
8,Ciencias sociales y derecho,2023,66558,3811942,9689600.0,847373418,12731.35,8,Chihuahua
8,Ciencias sociales y derecho,2024,69154,3854813,9493800.0,917966091,13274.23,8,Chihuahua
8,Educación,2022,45436,1689083,2197781.0,432567452,9520.37,8,Chihuahua
8,Educación,2023,40513,1614318,1897843.0,382828459,9449.52,8,Chihuahua
8,Educación,2024,34273,1663745,1700936.0,391208380,11414.48,8,Chihuahua
8,Servicios,2022,12175,478723,5679700.0,97913996,8042.22,8,Chihuahua
8,Servicios,2023,10781,859586,6193000.0,157947049,14650.5,8,Chihuahua
8,Servicios,2024,10126,546338,5384300.0,105064574,10375.72,8,Chihuahua
8,Tecnologías de la información y la comunicación,2022,28308,1498667,7491300.0,357276592,12621.05,8,Chihuahua
